area_data_type,geography_type,geography_id,geography_desc,geography_desc_full,total_units,biz_res,technology,speed_02_02,speed_10_1,speed_25_3,speed_100_20,speed_250_25,speed_1000_100
Rural,County,45035,Dorchester County,"Dorchester, SC",13944,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.7178,0.6992
Rural,County,45037,Edgefield County,"Edgefield, SC",14054,R,Any Technology,1.0000,1.0000,1.0000,0.9998,0.8720,0.6343
Rural,County,45037,Edgefield County,"Edgefield, SC",14054,B,Any Technology,1.0000,1.0000,1.0000,0.9998,0.8720,0.6343
Rural,County,45039,Fairfield County,"Fairfield, SC",10222,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.5809,0.4734
Rural,County,45039,Fairfield County,"Fairfield, SC",10222,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.1700,0.1378
Rural,County,45041,Florence County,"Florence, SC",31541,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8764,0.4133
Rural,County,45041,Florence County,"Florence, SC",31541,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.3253,0.2462
Rural,County,45043,Georgetown County,"Georgetown, SC",19069,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9358,0.3676
Rural,County,45043,Georgetown County,"Georgetown, SC",19069,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.4231,0.3401
Rural,County,45045,Greenville County,"Greenville, SC",32707,R,Any Technology,1.0000,1.0000,1.0000,0.9999,0.7363,0.1477
Rural,County,45045,Greenville County,"Greenville, SC",32707,B,Any Technology,1.0000,1.0000,1.0000,0.9999,0.1692,0.1176
Rural,County,45047,Greenwood County,"Greenwood, SC",14747,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8734,0.5939
Rural,County,45047,Greenwood County,"Greenwood, SC",14747,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.7238,0.4242
Rural,County,45049,Hampton County,"Hampton, SC",10830,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9660,0.7444
Rural,County,45049,Hampton County,"Hampton, SC",10830,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9324,0.6762
Rural,County,45051,Horry County,"Horry, SC",48645,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.7773,0.7286
Rural,County,45051,Horry County,"Horry, SC",48645,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.7352,0.7276
Rural,County,45053,Jasper County,"Jasper, SC",15864,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9492,0.8096
Rural,County,45053,Jasper County,"Jasper, SC",15864,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9160,0.7531
Rural,County,45055,Kershaw County,"Kershaw, SC",20610,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8472,0.5973
Rural,County,45055,Kershaw County,"Kershaw, SC",20610,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.4496,0.3898
Rural,County,45057,Lancaster County,"Lancaster, SC",18652,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9673,0.6613
Rural,County,45057,Lancaster County,"Lancaster, SC",18652,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9673,0.6613
Rural,County,45059,Laurens County,"Laurens, SC",27429,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8016,0.6247
Rural,County,45059,Laurens County,"Laurens, SC",27429,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.6320,0.6108
Rural,County,45061,Lee County,"Lee, SC",10423,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.7771,0.5109
Rural,County,45061,Lee County,"Lee, SC",10423,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.5387,0.4780
Rural,County,45063,Lexington County,"Lexington, SC",36578,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9564,0.7680
Rural,County,45063,Lexington County,"Lexington, SC",36578,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.7854,0.7677
Rural,County,45065,McCormick County,"McCormick, SC",7377,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9870,0.9870
Rural,County,45065,McCormick County,"McCormick, SC",7377,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9869,0.9869
Rural,County,45067,Marion County,"Marion, SC",10748,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8850,0.4818
Rural,County,45067,Marion County,"Marion, SC",10748,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.3738,0.3301
Rural,County,45069,Marlboro County,"Marlboro, SC",9949,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9068,0.8058
Rural,County,45069,Marlboro County,"Marlboro, SC",9949,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.3967,0.3238
Rural,County,45071,Newberry County,"Newberry, SC",15651,R,Any Technology,1.0000,1.0000,1.0000,0.9999,0.8724,0.7490
Rural,County,45071,Newberry County,"Newberry, SC",15651,B,Any Technology,1.0000,1.0000,1.0000,0.9999,0.7920,0.7469
Rural,County,45073,Oconee County,"Oconee, SC",30982,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8765,0.5936
Rural,County,45073,Oconee County,"Oconee, SC",30982,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.7066,0.5924
Rural,County,45075,Orangeburg County,"Orangeburg, SC",33973,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8199,0.6757
Rural,County,45075,Orangeburg County,"Orangeburg, SC",33973,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.6312,0.5579
Rural,County,45077,Pickens County,"Pickens, SC",26876,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8591,0.4064
Rural,County,45077,Pickens County,"Pickens, SC",26876,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.4863,0.3920
Rural,County,45079,Richland County,"Richland, SC",17892,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9224,0.5766
Rural,County,45079,Richland County,"Richland, SC",17892,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.5564,0.4983
Rural,County,45081,Saluda County,"Saluda, SC",11461,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.7890,0.7193
Rural,County,45081,Saluda County,"Saluda, SC",11461,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.7799,0.7193
Rural,County,45083,Spartanburg County,"Spartanburg, SC",49503,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.7182,0.1840
Rural,County,45083,Spartanburg County,"Spartanburg, SC",49503,B,Any Technology,1.0000,1.0000,1.0000,0.9999,0.2353,0.1763
Rural,County,45085,Sumter County,"Sumter, SC",18454,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8760,0.6985
Rural,County,45085,Sumter County,"Sumter, SC",18454,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.7138,0.6980
Rural,County,45087,Union County,"Union, SC",9959,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.7269,0.1596
Rural,County,45087,Union County,"Union, SC",9959,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.0716,0.0123
Rural,County,45089,Williamsburg County,"Williamsburg, SC",14578,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8183,0.6992
Rural,County,45089,Williamsburg County,"Williamsburg, SC",14578,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.6065,0.5896
Rural,County,45091,York County,"York, SC",31710,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9303,0.4069
Rural,County,45091,York County,"York, SC",31710,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8090,0.3713
Rural,County,46003,Aurora County,"Aurora, SD",1853,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9941,0.9941
Rural,County,46003,Aurora County,"Aurora, SD",1853,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9941,0.9941
Rural,County,46005,Beadle County,"Beadle, SD",2990,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9866,0.9441
Rural,County,46005,Beadle County,"Beadle, SD",2990,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9866,0.9441
Rural,County,46007,Bennett County,"Bennett, SD",1555,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8341,0.8341
Rural,County,46007,Bennett County,"Bennett, SD",1555,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8341,0.8341
Rural,County,46009,Bon Homme County,"Bon Homme, SD",4288,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.7785,0.7785
Rural,County,46009,Bon Homme County,"Bon Homme, SD",4288,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.7785,0.7785
Rural,County,46011,Brookings County,"Brookings, SD",6735,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9871,0.9059
Rural,County,46011,Brookings County,"Brookings, SD",6735,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9871,0.9059
Rural,County,46013,Brown County,"Brown, SD",7004,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9536,0.8614
Rural,County,46013,Brown County,"Brown, SD",7004,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9536,0.8614
Rural,County,46015,Brule County,"Brule, SD",3481,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9808,0.9808
Rural,County,46015,Brule County,"Brule, SD",3481,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9808,0.9808
Rural,County,46017,Buffalo County,"Buffalo, SD",843,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9727,0.9727
Rural,County,46017,Buffalo County,"Buffalo, SD",843,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9727,0.9727
Rural,County,46019,Butte County,"Butte, SD",3122,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.6880,0.1166
Rural,County,46019,Butte County,"Butte, SD",3122,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.6304,0.0855
Rural,County,46021,Campbell County,"Campbell, SD",1458,R,Any Technology,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Rural,County,46021,Campbell County,"Campbell, SD",1458,B,Any Technology,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Rural,County,46023,Charles Mix County,"Charles Mix, SD",5600,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.7243,0.7243
Rural,County,46023,Charles Mix County,"Charles Mix, SD",5600,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.7243,0.7243
Rural,County,46025,Clark County,"Clark, SD",2407,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9580,0.9580
Rural,County,46025,Clark County,"Clark, SD",2407,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9580,0.9580
Rural,County,46027,Clay County,"Clay, SD",2397,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.4234,0.3217
Rural,County,46027,Clay County,"Clay, SD",2397,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.3342,0.2912
Rural,County,46029,Codington County,"Codington, SD",4565,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9371,0.5923
Rural,County,46029,Codington County,"Codington, SD",4565,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9369,0.5030
Rural,County,46031,Corson County,"Corson, SD",1921,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.6830,0.6221
Rural,County,46031,Corson County,"Corson, SD",1921,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.6830,0.6221
Rural,County,46033,Custer County,"Custer, SD",6600,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8367,0.8367
Rural,County,46033,Custer County,"Custer, SD",6600,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8367,0.8367
Rural,County,46035,Davison County,"Davison, SD",2709,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9745,0.9468
Rural,County,46035,Davison County,"Davison, SD",2709,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9745,0.9468
Rural,County,46037,Day County,"Day, SD",5096,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9812,0.9812
Rural,County,46037,Day County,"Day, SD",5096,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9812,0.9812
Rural,County,46039,Deuel County,"Deuel, SD",2883,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9945,0.9934
Rural,County,46039,Deuel County,"Deuel, SD",2883,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9945,0.9934
Rural,County,46041,Dewey County,"Dewey, SD",2961,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8592,0.0193
Rural,County,46041,Dewey County,"Dewey, SD",2961,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8592,0.0193
Rural,County,46043,Douglas County,"Douglas, SD",2072,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9971,0.9971
Rural,County,46043,Douglas County,"Douglas, SD",2072,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9971,0.9971
Rural,County,46045,Edmunds County,"Edmunds, SD",2638,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9666,0.8313
Rural,County,46045,Edmunds County,"Edmunds, SD",2638,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9666,0.8313
Rural,County,46047,Fall River County,"Fall River, SD",5344,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.7474,0.7474
Rural,County,46047,Fall River County,"Fall River, SD",5344,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.7474,0.7474
Rural,County,46049,Faulk County,"Faulk, SD",1368,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9715,0.9715
Rural,County,46049,Faulk County,"Faulk, SD",1368,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9715,0.9715
Rural,County,46051,Grant County,"Grant, SD",4643,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9748,0.8503
Rural,County,46051,Grant County,"Grant, SD",4643,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9748,0.8503
Rural,County,46053,Gregory County,"Gregory, SD",3111,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9833,0.9778
Rural,County,46053,Gregory County,"Gregory, SD",3111,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9833,0.9778
Rural,County,46055,Haakon County,"Haakon, SD",1476,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9973,0.9973
Rural,County,46055,Haakon County,"Haakon, SD",1476,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9973,0.9973
Rural,County,46057,Hamlin County,"Hamlin, SD",3813,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9958,0.9955
Rural,County,46057,Hamlin County,"Hamlin, SD",3813,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9958,0.9955
Rural,County,46059,Hand County,"Hand, SD",2171,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9760,0.9539
Rural,County,46059,Hand County,"Hand, SD",2171,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9760,0.9539
Rural,County,46061,Hanson County,"Hanson, SD",1737,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9482,0.9482
Rural,County,46061,Hanson County,"Hanson, SD",1737,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9482,0.9482
Rural,County,46063,Harding County,"Harding, SD",1039,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9981,0.2570
Rural,County,46063,Harding County,"Harding, SD",1039,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9981,0.2570
Rural,County,46065,Hughes County,"Hughes, SD",2712,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9937,0.8178
Rural,County,46065,Hughes County,"Hughes, SD",2712,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9937,0.8178
Rural,County,46067,Hutchinson County,"Hutchinson, SD",5011,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9936,0.9936
Rural,County,46067,Hutchinson County,"Hutchinson, SD",5011,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9926,0.9926
Rural,County,46069,Hyde County,"Hyde, SD",882,R,Any Technology,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Rural,County,46069,Hyde County,"Hyde, SD",882,B,Any Technology,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Rural,County,46071,Jackson County,"Jackson, SD",1608,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.7083,0.7083
Rural,County,46071,Jackson County,"Jackson, SD",1608,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.7083,0.7083
Rural,County,46073,Jerauld County,"Jerauld, SD",1235,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9992,0.9992
Rural,County,46073,Jerauld County,"Jerauld, SD",1235,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9992,0.9992
Rural,County,46075,Jones County,"Jones, SD",1024,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9473,0.9473
Rural,County,46075,Jones County,"Jones, SD",1024,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9473,0.9473
Rural,County,46077,Kingsbury County,"Kingsbury, SD",3869,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9506,0.9506
Rural,County,46077,Kingsbury County,"Kingsbury, SD",3869,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9506,0.9506
Rural,County,46079,Lake County,"Lake, SD",4014,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9078,0.9006
Rural,County,46079,Lake County,"Lake, SD",4014,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9103,0.8996
Rural,County,46081,Lawrence County,"Lawrence, SD",6866,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.4380,0.2142
Rural,County,46081,Lawrence County,"Lawrence, SD",6866,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.3418,0.1649
Rural,County,46083,Lincoln County,"Lincoln, SD",10612,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9499,0.7099
Rural,County,46083,Lincoln County,"Lincoln, SD",10612,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9528,0.7008
Rural,County,46085,Lyman County,"Lyman, SD",2475,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9875,0.9875
Rural,County,46085,Lyman County,"Lyman, SD",2475,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9875,0.9875
Rural,County,46087,McCook County,"McCook, SD",3277,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9493,0.9493
Rural,County,46087,McCook County,"McCook, SD",3277,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9493,0.9493
Rural,County,46089,McPherson County,"McPherson, SD",1963,R,Any Technology,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Rural,County,46089,McPherson County,"McPherson, SD",1963,B,Any Technology,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Rural,County,46091,Marshall County,"Marshall, SD",3554,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9980,0.8391
Rural,County,46091,Marshall County,"Marshall, SD",3554,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9980,0.8391
Rural,County,46093,Meade County,"Meade, SD",7299,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.5647,0.3266
Rural,County,46093,Meade County,"Meade, SD",7299,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.5668,0.3283
Rural,County,46095,Mellette County,"Mellette, SD",1047,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.5540,0.5540
Rural,County,46095,Mellette County,"Mellette, SD",1047,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.5540,0.5540
Rural,County,46097,Miner County,"Miner, SD",1847,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9789,0.9789
Rural,County,46097,Miner County,"Miner, SD",1847,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9789,0.9789
Rural,County,46099,Minnehaha County,"Minnehaha, SD",17357,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9664,0.9401
Rural,County,46099,Minnehaha County,"Minnehaha, SD",17357,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9662,0.9396
Rural,County,46101,Moody County,"Moody, SD",3588,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9780,0.9186
Rural,County,46101,Moody County,"Moody, SD",3588,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9774,0.9044
Rural,County,46102,Oglala Lakota County,"Oglala Lakota, SD",4423,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.5571,0.5571
Rural,County,46102,Oglala Lakota County,"Oglala Lakota, SD",4423,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.5571,0.5571
Rural,County,46103,Pennington County,"Pennington, SD",12575,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.5012,0.3697
Rural,County,46103,Pennington County,"Pennington, SD",12575,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.4837,0.3431
Rural,County,46105,Perkins County,"Perkins, SD",2409,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9975,0.1831
Rural,County,46105,Perkins County,"Perkins, SD",2409,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9975,0.1831
Rural,County,46107,Potter County,"Potter, SD",2679,R,Any Technology,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Rural,County,46107,Potter County,"Potter, SD",2679,B,Any Technology,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Rural,County,46109,Roberts County,"Roberts, SD",6630,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9404,0.5075
Rural,County,46109,Roberts County,"Roberts, SD",6630,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9404,0.5075
Rural,County,46111,Sanborn County,"Sanborn, SD",1599,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9987,0.9987
Rural,County,46111,Sanborn County,"Sanborn, SD",1599,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9987,0.9987
Rural,County,46115,Spink County,"Spink, SD",4236,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9186,0.7462
Rural,County,46115,Spink County,"Spink, SD",4236,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9186,0.7462
Rural,County,46117,Stanley County,"Stanley, SD",689,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.6343,0.5269
Rural,County,46117,Stanley County,"Stanley, SD",689,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.6343,0.5269
Rural,County,46119,Sully County,"Sully, SD",1426,R,Any Technology,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Rural,County,46119,Sully County,"Sully, SD",1426,B,Any Technology,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Rural,County,46121,Todd County,"Todd, SD",3474,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.1649,0.1649
Rural,County,46121,Todd County,"Todd, SD",3474,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.1649,0.1649
Rural,County,46123,Tripp County,"Tripp, SD",3632,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9069,0.9069
Rural,County,46123,Tripp County,"Tripp, SD",3632,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9069,0.9069
Rural,County,46125,Turner County,"Turner, SD",5109,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8826,0.7042
Rural,County,46125,Turner County,"Turner, SD",5109,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.6539,0.6187
Rural,County,46127,Union County,"Union, SD",5510,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8506,0.7377
Rural,County,46127,Union County,"Union, SD",5510,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.6710,0.5835
